#timestamp x y z q_x q_y q_z q_w
1664954571.910390 -0.000110394343210 0.000413762725657 -0.000295896548778 0.009045745201853 0.006029866464705 -0.000054550650030 0.999940904368047
1664954582.601582 1.058757781982422 0.039573241025209 0.004415080416948 0.008863510079315 0.002648029575937 0.000200497003049 0.999957192048435
1664954584.013628 2.185866117477417 0.116097427904606 -0.001390906865709 0.008200332219668 0.000208484650806 0.038654558877700 0.999218963072463
1664954585.223951 3.182814836502075 0.283138006925583 -0.006994540803134 0.008930506593562 -0.003391240363235 0.099786339312716 0.994963030482715
1664954586.232554 4.262931346893311 0.529825985431671 -0.007162492256612 0.011038742533874 -0.004885707233338 0.119605877057098 0.992748059782291
1664954587.039437 5.272111415863037 0.782245218753815 -0.005371486302465 0.010779491159105 -0.003992243351640 0.084783941272698 0.996333050674141
1664954588.048040 6.441525459289551 0.985040903091431 0.004384718835354 0.010159753235940 -0.005950794234393 0.050244029059600 0.998667564811245
1664954588.854920 7.489977836608887 1.115070104598999 0.008065584115684 0.009706920077887 -0.006251817316451 0.044733171854626 0.998932246860951
1664954589.661803 8.562551498413086 1.234157085418701 0.022279335185885 0.004794734061498 0.003459008212953 0.028727203079796 0.999569804261150
1664954590.670405 9.769559860229492 1.319543719291687 0.018404386937618 0.004579387004952 -0.004897573684186 -0.009559141932988 0.999931830572550
1664954591.679008 10.929543495178223 1.241772770881653 0.029676897451282 0.010351414969793 0.001727384953229 -0.062210292764366 0.998007887655964
1664954592.687611 12.037562370300293 1.026895642280579 0.013739597052336 0.010246761330170 -0.001015148705829 -0.129824720518613 0.991483492196220
1664954593.696214 12.767062187194824 0.800854265689850 -0.000305413879687 0.010393496461730 0.008071384147222 -0.240435046158060 0.970576023075070
1664954595.713419 13.549744606018066 0.224404826760292 -0.007748977281153 0.010295609855437 0.007435894838433 -0.361697650992637 0.932208945007537
1664954596.520303 13.713715553283691 0.046055275946856 -0.021604299545288 0.009872891780854 0.005997450731086 -0.465079609188191 0.885193489419105
1664954597.528906 13.894094467163086 -0.248278796672821 -0.015792276710272 0.007903076822585 0.006953777662047 -0.565022406485731 0.825008403909946
1664954599.546112 14.107037544250488 -0.849284112453461 -0.014798039570451 -0.071720488842886 -0.082958477410441 -0.617695331647575 0.778733933873869
1664954602.773640 14.290110588073730 -1.800069928169250 0.308165937662125 -0.127831691159620 -0.138439882523877 -0.598652374410134 0.778529891703045
1664954605.194289 14.697121620178223 -2.637652635574341 0.644300818443298 -0.052261800049140 -0.040165473470753 -0.578580400601489 0.812957661281518
1664954606.404612 15.061182022094727 -3.687578678131104 0.699744343757629 -0.034050484045103 -0.037747566184793 -0.564718701158814 0.823716258395402
1664954608.220098 15.551068305969238 -4.566762447357178 0.812056303024292 -0.039840214989116 -0.039691915202318 -0.501694728084106 0.863214752509367
1664954609.430420 16.184484481811523 -5.455523967742920 0.907059848308563 -0.039390921691683 -0.034888165504545 -0.460181049093580 0.886264392408461
1664954610.640743 16.912055969238281 -6.388672828674316 1.024464726448059 -0.039573808794986 -0.038851652351569 -0.437352809370539 0.897578399307106
1664954611.649346 17.586256027221680 -7.167528629302979 1.078471302986145 -0.041270125064751 -0.035569264989037 -0.435667121640645 0.898457435433997
1664954612.657949 18.287200927734375 -7.951045036315918 1.158360719680786 -0.030200460831973 -0.019512039024145 -0.405583575243890 0.913350521974472
1664954613.666552 19.011444091796875 -8.693820953369141 1.192703366279602 -0.020644867656274 -0.008794604483094 -0.398184093769734 0.917031009203187
1664954614.675155 19.817451477050781 -9.515683174133301 1.207681655883789 -0.010294106116010 0.000466974909409 -0.396268915886743 0.918076663256208
1664954615.683758 20.656349182128906 -10.361678123474121 1.233018636703491 -0.008147458885304 -0.005588501790333 -0.395798710588969 0.918284143529420
1664954616.692361 21.480709075927734 -11.185997962951660 1.217457175254822 0.000164229884475 0.006573644436886 -0.395036274952349 0.918641987772785
1664954617.700964 22.254037857055664 -11.975232124328613 1.199891328811646 0.004815243550889 0.010403211880347 -0.402085701754022 0.915530269874838
1664954618.709566 22.955013275146484 -12.790143013000488 1.161972522735596 0.006228770679107 0.017787969901626 -0.445488585102533 0.895089219623356
1664954619.718170 23.578586578369141 -13.633452415466309 1.120314836502075 0.010100433160569 0.025784036203570 -0.468638873978255 0.882955701336944
1664954620.726773 24.218042373657227 -14.554480552673340 1.042132377624512 0.022991151487478 0.043025385682675 -0.471476679128453 0.880528230199431
1664954621.937096 24.876241683959961 -15.365505218505859 0.929515004158020 0.023154473677180 0.028538324087110 -0.426952099916727 0.903527165492952
1664954622.542259 25.202669143676758 -15.666052818298340 0.908668518066406 0.027512614403884 0.030708227734883 -0.308456475089581 0.950344497418361
1664954623.349142 25.716871261596680 -15.947710037231445 0.859174251556396 0.025985826906531 0.022981168319862 -0.180341501021717 0.982992139191292
1664954624.559464 26.788572311401367 -16.194730758666992 0.825834572315216 0.014218455958144 0.011723400828440 -0.091671371629952 0.995618780963208
1664954625.769787 27.998498916625977 -16.345573425292969 0.809534192085266 0.019065650232679 0.017030344560197 -0.077429094583317 0.996670057570395
1664954626.778390 29.010433197021484 -16.610141754150391 0.746490240097046 0.027421864360607 0.033285273543738 -0.166406710558701 0.985113667858253
1664954627.786993 29.979715347290039 -16.901115417480469 0.658633530139923 0.020745353917053 0.034583091816352 -0.180862092944981 0.982681303061597
1664954628.997317 31.001956939697266 -17.393539428710938 0.592049837112427 0.019895395751365 0.020107006026764 -0.238939119951944 0.970622469600373
1664954630.005922 31.975738525390625 -17.874885559082031 0.543099761009216 0.009392256318149 0.006224460734304 -0.294494810305477 0.955586651389063
1664954631.014525 32.798877716064453 -18.539016723632812 0.532909095287323 0.008418372291225 0.007570612245421 -0.371743343256784 0.928266504610861
1664954632.023128 33.572830200195312 -19.279783248901367 0.523781120777130 0.012794270430861 0.012797246977355 -0.391247745186463 0.920107460572107
1664954633.031732 34.239616394042969 -20.024524688720703 0.472050726413727 0.011902575859082 0.018813307113414 -0.458715559483430 0.888304240477990
1664954634.040334 34.847248077392578 -20.827692031860352 0.421473622322083 0.013185899263011 0.018488736589210 -0.466895783369259 0.884020715906571
1664954635.250657 35.489013671875000 -21.784992218017578 0.370372980833054 0.021384453043653 0.008097950870607 -0.468787701279162 0.883014846698016
1664954636.662700 36.132896423339844 -22.585115432739258 0.485634535551071 -0.022353446019797 0.001043083394252 -0.502264257233910 0.864424578163614
1664954637.873023 36.702903747558594 -23.617563247680664 0.413978278636932 0.007078691748442 0.003148671786673 -0.525568105910577 0.850716253540908
1664954639.083350 37.194080352783203 -24.595571517944336 0.401871293783188 0.005279158268434 0.002580556456983 -0.541790801485952 0.840492830809139
1664954640.293672 37.707302093505859 -25.622821807861328 0.397098779678345 0.004165697420661 0.003468001528232 -0.545385346836103 0.838167908826664
1664954641.503995 38.191284179687500 -26.680082321166992 0.350913524627686 0.006639434836937 0.008617627610250 -0.557030190649233 0.830420990284263
1664954642.714318 38.636856079101562 -27.677055358886719 0.353364169597626 0.002665491377010 0.003151269826864 -0.552775382964591 0.833320070946660
1664954644.126365 39.115062713623047 -28.694568634033203 0.057708494365215 0.056284399157428 0.074845016089012 -0.540554927105507 0.836080534853002
1664954646.950450 39.566211700439453 -29.740221023559570 0.238006293773651 0.004982674676665 0.000837789623070 -0.555131894590877 0.831746987171915
1664954648.160776 39.989303588867188 -30.812316894531250 0.207119300961494 0.005952664800401 0.006173853856872 -0.591164126892484 0.806505687757858
1664954649.371099 40.373168945312500 -31.941881179809570 0.140098407864571 0.008760553088025 0.014991696179125 -0.599404422631458 0.800257983331071
1664954650.581422 40.716220855712891 -33.053901672363281 0.123284302651882 0.009336970919589 0.010639362556394 -0.600798835414022 0.799274911593999
1664954651.791745 41.072341918945312 -34.171470642089844 0.077757239341736 0.007653662847320 0.008839409842095 -0.596730226765693 0.802356730353044
1664954652.800348 41.422920227050781 -35.168586730957031 0.008402152918279 0.017160127026607 0.021461419062689 -0.592613844433269 0.805017868695017
1664954653.808951 41.776874542236328 -36.194561004638672 -0.023084953427315 0.021005607936240 0.022011423513647 -0.586910719700319 0.809079766630575
1664954654.817554 42.118724822998047 -37.169681549072266 -0.105993226170540 0.014134341054401 0.003294539474576 -0.584809281023246 0.811040980001431
1664954655.826157 42.440555572509766 -38.125305175781250 -0.101263396441936 0.014139473022497 -0.000204786883364 -0.603271134486486 0.797410792289876
1664954656.834760 42.715755462646484 -39.123615264892578 -0.121806114912033 0.009981422032442 -0.002972126812717 -0.630283199771569 0.776295450046006
1664954657.843363 42.928173065185547 -40.116691589355469 -0.135936796665192 0.004997399467844 -0.002819641811747 -0.649166905912766 0.760624351362917
1664954658.851966 43.082210540771484 -41.116779327392578 -0.121417328715324 0.006430672181564 -0.010104651289925 -0.667507566953778 0.744506675951969
1664954659.860569 43.204952239990234 -42.154464721679688 -0.133472725749016 0.008040880525540 -0.010548286587266 -0.678884755327994 0.734125034904611
1664954660.869172 43.257499694824219 -43.155109405517578 -0.139363259077072 0.006683702671738 -0.010151307334935 -0.756864705443035 0.653458565429068
1664954662.079498 43.055553436279297 -44.325817108154297 -0.143894061446190 0.004226153752970 -0.008212563418598 -0.771794323690497 0.635805170901967
1664954663.088102 42.885955810546875 -45.321464538574219 -0.135641217231750 0.001804491826165 -0.003309257434269 -0.795644919955774 0.605751561263406
1664954664.298424 42.476112365722656 -46.427124023437500 -0.144518673419952 0.002552808347968 0.000048480352152 -0.843017106379704 0.537880692319761
1664954665.307027 42.027141571044922 -47.387687683105469 -0.163138896226883 0.005357885880331 -0.003581108108477 -0.845416531074532 0.534068682576982
1664954666.315630 41.642520904541016 -48.328491210937500 -0.171410411596298 0.006737152654667 -0.003488375449956 -0.839400308251804 0.543460729508218
1664954667.324233 41.217182159423828 -49.332073211669922 -0.185203760862350 0.008456478722677 -0.000001574698673 -0.841743841230592 0.539810886992381
1664954668.332836 40.734577178955078 -50.271350860595703 -0.210881471633911 0.015937084714408 0.001775230595427 -0.866824882714572 0.498354773824840
1664954669.341439 40.263782501220703 -51.177497863769531 -0.236763626337051 0.008569640900447 0.000848137541406 -0.868374152662061 0.495834824216690
1664954670.350042 39.745315551757812 -52.095729827880859 -0.245446175336838 0.004251391202947 0.002007771921241 -0.868681018741872 0.495349555568929
1664954671.358645 39.220752716064453 -52.990444183349609 -0.266252279281616 0.011080562704578 0.007230001550270 -0.894860549321402 0.446149689539208
1664954672.367247 38.599376678466797 -53.826251983642578 -0.322563052177429 0.002375482604607 0.005763283764618 -0.916740866949890 0.399433754841285
1664954673.577570 37.753902435302734 -54.691387176513672 -0.302161395549774 -0.009961468113527 0.008712410101020 -0.933332441195766 0.358769309271023
1664954674.787894 36.881641387939453 -55.492073059082031 -0.289848208427429 0.003877118846768 0.012112437776188 -0.928476707258211 0.371172818077398
1664954675.796497 36.137870788574219 -56.263999938964844 -0.321230769157410 0.001930648060828 -0.001511076296076 -0.923537332076224 0.383500698184531
1664954676.805100 35.391479492187500 -56.890438079833984 -0.320237964391708 0.005043553133168 -0.009748195187405 -0.959350072377648 0.282005272807768
1664954678.217145 34.427230834960938 -57.394664764404297 -0.314942777156830 0.007967171961189 -0.011312203455119 -0.984275666426214 0.176096481240152
1664954679.427469 33.414546966552734 -57.762901306152344 -0.345158070325851 0.005152757432219 -0.013478661483965 -0.987042063403267 0.159811576076534
1664954680.436072 32.440868377685547 -58.027309417724609 -0.323248267173767 0.004213435882328 -0.010899340971417 -0.997687763240989 0.066952060488426
